-30.6875,-26,-25.8125,-6.1875,-3.5,-1.4375,0.8125,-2.6875,-7.375,-5.6875,-0.875,17.625,-26.6875,-34.5625,-10.125,-43.75,-27.625,-46.5625,-20.375,10.9375,-21.375,8.625,34.0625,-114.25,273.6875,194.9375,-79.3125,-54.6875,-28.6875,-26.125,-11.5625,1.125,2.625,69.9375,306.75,423.5,331.375,-513.6875,112,63.75,45.0625,54.1875,40.9375,31.3125,29.5625,121.875,838.0625,827.8125,397.4375,-250.1875,-94.9375,35.3125,38.125,48.5,53.6875,35.3125,52.6875,77.6875,876.625,875.625,349.0625,160.9375,-23.0625,-130.75,-25.0625,-17.875,-6.375,-18.75,-0.25,5.9375,628.625,752.875,224.1875,41.5625,20.4375,-78.375,20.8125,-7.375,13.5625,10.5,32.75,43.4375,95.5625,380,778.625,-632.5625,48.875,21.3125,69.4375,55.75,36.875,23.0625,55,60.6875,93.375,437.6875,770.25,139.875,39.875,76.4375,83.125,64.6875,46.75,49.1875,46,58.3125,177.75,-143.1875,145.375,305.25,265.3125,449.375,419.3125,398.4375,409.9375,488.9375,609.75,1025.3125,1874.75,-480.9375,70.625,15.125,19.75,59.0625,54.25,58.125,44.125,7.1875,-7.0625,91.125,364.75,362.75,164.0625,838,-11.9375,32.6875,38.5,44,32.0625,12.75,-44.6875,33.6875,411.375,399.375,257.9375,524.25,139.5,-2,-11.875,-13.125,-19.5,-28.8125,-23.0625,-109.0625,584.75,352.1875,381.125,139.9375,143.5625,146.9375,-23.9375,-32.0625,-41.3125,-53.625,-54.5,-48.125,746.8125,189.625,855.75,-711.25,0.0625,-15.375,144.8125,-15.5625,-28.4375,-40.9375,-54.625,-51.125,-46.0625,-197.75,1995.6875,-977.3125,-329.8125,-386.9375,-204.6875,-124.4375,-32.1875,-42.875,-63.75,-16.9375,-92.6875,118.75
1790.4375,-242.25,-365.4375,-103.4375,-123.5625,-98.5,-47.5625,-28.1875,7,32.6875,-30,-106.9375,-430.8125,-177.625,1.9375,41.8125,23.875,52.4375,6.8125,0.4375,14.625,76.5625,-99.9375,7.1875,-100,-366.3125,-169.6875,-104.5625,-62.75,-61.5625,-44.3125,-56.3125,-113.4375,-119.375,-208.375,-246.3125,-257.875,138.0625,-197.75,-148.5,-104.1875,-108.8125,-93.0625,-68.6875,-72.8125,-130.5625,-86.0625,-432.375,-335.9375,-141.5,30.125,-135.1875,-113.1875,-122,-114.3125,-91.875,-98.875,-74.25,-5.5625,-363.8125,-345.125,-267.5625,-8.4375,-38.625,-109.25,-120.375,-121.1875,-105.5625,-125.4375,-116.0625,102.375,-350.25,-202.8125,-242.9375,3.5625,5.3125,-13.25,-64,-61.3125,-43.6875,-61.125,-48.1875,-26.3125,-282.0625,-119.8125,267.9375,81.3125,12.75,0.125,-12.125,-49.625,-51.0625,-80.875,-120.8125,-51,102.4375,-199.875,-82.0625,-110.5,-101.3125,-121.875,-106.75,-158.8125,-213.1875,-232.125,-233.8125,-192.125,9.75,-86.75,-173.5,-148.3125,-166.25,-156.1875,-142.5625,-232.9375,-282.625,-310.6875,-241.3125,-743.5625,343.25,-162.8125,-58.0625,-50.4375,-105.375,-110.6875,-120.125,-102.4375,-233.9375,-256,-89.1875,-538.0625,-29.25,-241.0625,-261.1875,12.9375,-37.5625,-52.8125,-73.9375,-73.375,-57.5625,-264.125,57.125,-330.0625,-10.25,-216.25,-282.6875,-156.75,-11.625,-18.875,-35.0625,-41.9375,-32.5625,-40.5,31.5625,-143.8125,-96.625,-195.1875,-156.6875,-150,-118.4375,-0.5,-13.375,-23.25,-21.625,-40.8125,-19.125,-140.0625,-48.875,-263.875,0.4375,-71.375,-85.4375,-51.9375,-9.3125,-10.875,-20.5625,-30.25,-21.6875,-8.5,-228.8125,-412,-170.4375,62.25,98.9375,-11.375,54.9375,-9.3125,16.9375,-54.5,-37,4.0625,53.4375
378.75,252.625,201.8125,117.625,91.625,56.4375,25.3125,28.0625,32.6875,-0.5,-67.3125,5,-157.6875,-130.875,-76.875,7.9375,20.5,32.375,14.1875,4.75,-5.8125,32.125,-181.1875,-18.0625,-11.4375,-128.75,-105.4375,-58.25,-30.8125,-25.625,-18.4375,-8.0625,-25.9375,4.625,132.1875,-108.3125,-71.875,46,-51.0625,-7.4375,10.5,9.25,-0.75,-17.3125,-96,-120.625,423.125,-299.4375,-274.4375,-84.4375,-0.4375,-75.8125,-56,-48.5625,-58.9375,-74.625,-103.0625,-97.5,294.25,-374.875,-411.8125,-203.375,-30.125,-2,-50.875,-46,-48.125,-66.375,-116.625,-175.875,510.1875,-269,-261.6875,-244.1875,37.4375,144.3125,104.75,124.125,187.3125,167.6875,133,95.125,163.3125,-587.0625,277.75,207.5625,61.5625,69.6875,-13.9375,-15.75,4.3125,-3.6875,-66.0625,-160.625,-103.9375,531.8125,58.6875,13.1875,-100.625,-131.8125,-168.6875,-147.9375,-135.5625,-224,-379.875,-398.9375,-177.4375,1161.5,-37.9375,-117.0625,-117.625,-147,-146.8125,-144.1875,-112.8125,-309.6875,-338,81.875,-1623.6875,91.625,-257.125,-22.1875,-4.75,-83.8125,-102.3125,-122.125,-119.5625,-225.9375,-241.625,228.75,-824.375,-84.3125,-373.5625,-357.75,46.25,-28,-62.6875,-104.3125,-123,-98.9375,-264.6875,220.9375,-800.9375,-457.875,-182.9375,-460.625,-233.5625,-16,-37.0625,-67.75,-89.625,-79.0625,-64.9375,326.4375,-1066.8125,-492.5625,-19.6875,-286.0625,-218.875,-196.625,4.8125,-20.3125,-39.625,-52,-66.5625,-1.75,-1452.3125,-383.1875,2.625,20.9375,-77.8125,-84.5,-95.5,8.3125,-2.75,-19.125,-47.625,-11.875,185,-482.8125,-484.8125,-431,-231.6875,-85.4375,-0.75,-30.125,-15.0625,-30.125,-60.875,-116,-45,390
731.5625,496.5,457.875,273.875,218.9375,161.25,99.1875,137.5625,118.6875,-28.75,-137.5625,76.1875,-142.375,-186.3125,-99.4375,-25,-104.75,-178.1875,-34.8125,-102.0625,-201.875,-319.375,-207.375,-30.4375,-48.9375,-100.375,-54.9375,4,-81.4375,-127.125,-92.625,-54.6875,-162.4375,-538.3125,-1035.9375,-284.6875,-60.9375,7.75,75,211.75,35.9375,-144.875,-111.5625,-53.75,-81.6875,-465.8125,-1097.75,-204.8125,-72.3125,-14.8125,-21.3125,214.75,107.5625,-154.8125,-114.3125,-67.5,-58.75,-349.375,-1252.875,-359.625,-88.125,-40.625,-76.875,-2.3125,196.25,-190.75,-184.75,-145.375,-136.8125,-163,-970.4375,-285.1875,-72.9375,-9,-104.6875,-66.75,-56.3125,-129.4375,-255.875,-225.6875,-252.1875,-303.4375,-466.875,-103.3125,-216.3125,-128.9375,-114.875,-77.8125,-39.875,132.25,-117.25,-104.0625,-114.5,-191.5625,-392.25,-632.0625,9.8125,-26.9375,-6.75,-21.0625,85.1875,-84.25,-109.3125,-85.25,-99.8125,-190.1875,-89.625,-499.625,-30.0625,-5.4375,-12.5625,84.125,-102.875,-112.8125,-124.4375,-121.875,-254.8125,-141.5,-23.8125,-297.1875,-63.75,12.3125,-13.4375,42.125,-120.6875,-128.9375,-44.4375,-123.5625,-271.75,-170.5,-250.5,-436.8125,-56.875,-23.625,-24,6,-140.8125,-151.4375,-73.3125,-54.3125,-323.9375,-271.4375,-367.25,-451.6875,-84.6875,-96.8125,-82.6875,7.25,-118.0625,-134.0625,-63,-46.9375,-37.3125,-394.5625,-754.5625,-518.125,-80.75,-134.3125,-147.3125,-77.9375,-15.25,-55.25,-26.25,-24.5625,-12.5,-26.1875,-1768.25,-366.25,14.5625,47.9375,-117,-72.8125,-224.6875,20.625,-6.5625,13.125,58.6875,51.6875,71.25,18.8125,-59.3125,55.125,24,58.5625,104.3125,31.625,-127.4375,-164.9375,-143.1875,-166.8125,-113.5625,63.75
-32.1875,142.625,295.125,292.125,210.8125,83.5,8,15.125,-0.4375,-19.25,-22.3125,-152.375,-191.625,-170.75,-173.5,-98.5,74.5,176,9.0625,19.125,10.625,-17.0625,-45.0625,2.625,-71.1875,-250.125,-259.8125,-230.1875,-65.9375,78.6875,-114.625,32.125,23.5625,-21.0625,-167.6875,-53.1875,-47.125,-37.25,-279.875,-268.375,-86.25,107.8125,-83.0625,29.8125,-8.3125,-61.25,-353.375,-121.625,-36.5,-22.9375,-56.9375,-367.0625,-166.4375,81.625,-109.1875,3.625,46,-43.9375,-252.1875,-100.6875,-46.5625,-27.5625,-61.3125,-53.9375,-261,46.375,-152.1875,-30.0625,24.8125,-28.25,-184.4375,-153.625,-53.125,-49.5,-60.6875,-50.1875,-28,11.6875,-195.875,-84.125,-34.125,-84.8125,-118.125,-75.75,-95.125,-59.8125,-46.75,-63.8125,-54.625,-29.6875,-208.25,-108.4375,-36.8125,-90.25,-225.9375,-439.75,-59.9375,-57.0625,-39.5,-32.75,4.875,9.6875,-191.25,-124.75,-174.3125,-231.4375,-288.875,42,-17.25,-14.375,-26.375,0.5625,10.3125,263.25,-93.0625,-148.0625,-251.25,-332.875,-256.4375,-74,17.8125,-20.1875,-46.3125,-15.5,-14.3125,188.9375,-143.625,-102.6875,-217.25,-337.1875,-118.1875,-120.5,-1.1875,32.375,-39.25,-29.375,-41.5,115.125,-174.75,-136.75,-191.0625,-264.8125,-345.25,-96.625,-49.4375,13.8125,15.8125,-20.5625,-39.3125,74.125,-191.5,-143,-69.4375,-197.125,-316.0625,2.125,-121.5625,-30.9375,-15.25,29.6875,-43.4375,-1.5625,-155.9375,-141.75,-82.6875,-77.5625,-440.375,-84.1875,-196.4375,-116.8125,-76.875,-62.6875,37.6875,-12,-49.5,-87.8125,-77.9375,-80.9375,-58.375,-108,-165.5,-151.125,-199.0625,-161.25,-98.9375,-73.5625,56.3125,-43.75,-38.75,-54.5,-35.5,-50.4375
93.9375,119.5,169.0625,152.625,151.1875,182.375,163.75,87.125,23.5625,2.4375,-97.8125,-223.625,-107.5,-129.4375,-103.0625,-179.5,-157.8125,-160.625,-13.5625,-24.875,-5.25,-20.875,-37,-10.375,-49.5625,17.4375,-22.625,-250.125,-138.3125,-116.875,29.125,2.75,-0.125,-0.625,-95.3125,23.625,-26.1875,-51.4375,36.9375,-257,-137.5625,-118.25,36.8125,49.25,2.375,6.0625,-169.6875,-30.1875,6.4375,-13.3125,-59.3125,-271.9375,-176.625,-166.125,-8.5625,32.4375,28.375,2.5,19.3125,77.9375,50.375,53.8125,-71.125,-67.625,-207.5625,-195.5625,-30.3125,40.4375,45.1875,48.5,-31.4375,119.9375,-27.875,3.5,-77.1875,-53.0625,-107.0625,-370.75,-201.8125,-63.5,-33.8125,-34.625,-14.4375,41.75,-110.9375,-33.3125,-40.6875,25.125,-58.6875,-9.6875,-285.0625,-87.75,-30.3125,-7.375,25.5625,-102.25,-10.9375,-19.5625,11.4375,-58.5625,-8.375,34.4375,-166.25,-86.375,-62.1875,-37.5625,-37.6875,-236.1875,-13.0625,21.1875,-49.3125,-0.5,39.1875,-8,-160.875,-124.6875,-128.4375,-236.1875,168.375,-13.75,21.9375,6.5625,-40.875,-0.0625,26.8125,4.125,33.75,-154.6875,-165.25,-264.4375,-12.6875,-53.875,52.4375,53.75,-32,-21.625,-10.5625,-9.8125,20.6875,-17.0625,-197,-363,18.5625,67.375,14.875,17.6875,6.125,9.375,3.1875,-1.8125,22.25,-6.625,-29.125,-311.0625,-52.25,86.25,-56.5625,51.8125,62.875,114.8125,-83.25,-70,-50.5625,-40.625,-53.625,-61.625,-629.3125,-57.75,-202.1875,-116.125,-45.0625,-2.3125,125.5625,-56.75,-71.25,-72,-82.75,-87.75,-63.8125,-70.1875,-170.0625,-47.4375,-50.1875,-98.9375,-125.5,-144.125,-70.5625,-89.9375,-72.5,-105.6875,-77.625,-120.75
-75.3125,68.25,131.0625,58.1875,-8.3125,-46.6875,7,16.9375,15.5,12,-38.0625,-171.8125,-129.125,-185.875,-72.125,37.4375,-42.5,40.875,1.3125,13.3125,37.9375,24.375,-77.5625,-0.0625,-92.4375,-414.375,-274.1875,-105.3125,-128.25,58.4375,80.25,9.0625,40.125,110.375,241.0625,13.5625,-59.25,-68.8125,-358.375,-169,-188.5625,31,83.25,70.5,16.375,51.6875,61.625,33.0625,-27.125,-34.6875,-57.1875,-313.625,-342.1875,-71.125,29.9375,52.9375,40.125,20.75,61.375,-27.1875,-45.4375,-56.0625,-62.375,-9.0625,-485,-192.375,-41.5625,16,15.3125,9.8125,-191.75,-129.3125,-37.125,-45.4375,-66.0625,-31.5625,4.8125,-350.4375,-146.375,-31.8125,-28.6875,-37.1875,-37.4375,-70.5625,-75.75,-13.6875,-12.5,8.375,42.375,41.75,-350.8125,-129.75,-118.6875,-125.25,-185.5625,-370.3125,-67.125,-75.6875,-1.625,14.625,41.0625,46.75,-201,-142.625,-131.25,-145.8125,-191.3125,38.8125,-37.625,0.375,-10.5625,10.3125,3.0625,10.9375,-180.625,-169.8125,-205.375,-259.3125,-369.625,-66.1875,53.375,-23.625,-79.625,-39.5,-38.0625,-20.75,-51.125,-194.75,-242.75,-303.8125,-250.9375,10.375,64.8125,120.4375,-89.5,-79.875,-76.1875,-55.625,-85,-71.4375,-246.5625,-386.5,-569.5625,57.0625,-52.375,99,50.6875,-48.8125,-81.25,-76.5,-100.875,-93.1875,-98,-347.25,-710.75,8.9375,-158.3125,-37.625,-56.5625,33.9375,-56.5625,-89,-93.3125,-94.0625,-110,-104.375,-682.5,-62.9375,-223.6875,-187.5625,-141.875,-71.875,17.5,-104.8125,-96.375,-88.1875,-104.125,-110.375,-86.6875,23.375,-126.3125,-217.625,-227.1875,-247.0625,-126,-61.25,-27.5,-40.5625,-36.375,-64.1875,-43.0625,-106.625
48.1875,120.6875,163.9375,151.25,143.1875,28.0625,-0.6875,4.9375,10.625,6,-52.4375,-61.1875,-62.0625,-91.75,-87.75,-115.0625,-21.625,48.6875,1.4375,4,22.625,14.125,-48.1875,-24.5,-72.6875,-194.625,-161.1875,-325.75,-34.8125,75.3125,88.3125,12.6875,27.9375,74.25,109.6875,57.5625,-36.375,-77.6875,-163.9375,-411.4375,-82.5625,63.5625,101.1875,60.375,17.1875,61.25,137.6875,113.375,3.5,-27.9375,-75.0625,-604.5625,-223.8125,-16.4375,52.75,40.5,41.375,26.875,103.3125,50.5625,7.3125,2.875,-82.5625,-6.0625,-376.5,-107.625,10.5625,27.3125,37.6875,36.6875,112.375,117.8125,-27.25,-41.5,-58.375,32.875,42.8125,-337.875,-146.6875,-66,-20.875,-12.875,17,-28.4375,31.1875,32.4375,21.6875,128.375,119.4375,32.9375,-248,-136.5,-90.75,-97.875,-94,-96.6875,-44.3125,-72.6875,13.8125,-12.6875,3.625,66.875,-185.1875,-137.6875,-134.5,-134.25,-160.875,57.5,-26.875,26,-20.0625,-15.1875,50.75,-0.3125,-140.75,-153.6875,-166.75,-251.4375,-179.6875,57.4375,51.5,-4.1875,-78.1875,-45.0625,15.6875,-10.625,-46.375,-161.3125,-200.125,-259.6875,-211.125,-17.9375,66.3125,119.625,-83.125,-80.875,-40.125,-54.25,-76,-78.625,-220.4375,-312.8125,-425.625,108.0625,-17.5625,91.8125,31.0625,-42.5625,-45.875,-56.9375,-75.5625,-88.0625,-77.4375,-263.0625,-609.875,5.25,-110.625,9.6875,-12.125,85.625,-108.125,-93.125,-84.5625,-92.75,-95.875,-93.4375,-607.6875,-32.875,-240.0625,-214.8125,-160.9375,-81.375,110.625,-55.6875,-50.8125,-83.5625,-119.3125,-138.4375,-115.9375,-211.6875,-116.25,-171.625,-226.0625,-275.0625,-168.5,-141.0625,-4.75,8.0625,-28.9375,-34.25,-42.75,-76.75
36.5,129.9375,249.1875,159.0625,-12.0625,-87.75,-2.3125,10,12.875,13.8125,-5.0625,-28.1875,-99.9375,-145.9375,-136.625,15.1875,54.25,72.3125,11.25,22.0625,34.75,42.9375,-33.75,-69.625,-88.8125,-421.125,-352.1875,-176.4375,66.5,125.375,102.125,20.125,43.5625,130.8125,373.6875,206.375,-43.9375,-100.375,-460.3125,-298.125,46.5625,124.25,121.75,74.75,26.625,114.5625,408.0625,280.5,6.1875,-32.3125,-96.5625,-598.6875,-102.25,48.75,70.375,58.5,56.25,48.375,253,233.4375,-29.8125,-63.3125,-84.125,60.625,-372.375,-136.75,-51.3125,-15.6875,-6.5,7.9375,-19.5625,-19.625,-29.3125,-76.5,-62.8125,77.5,215.375,-308.625,-194,-106.0625,-84.1875,-73.1875,-64.8125,-179.5,-80.375,-23.4375,-17.6875,48.25,163.4375,29.875,-281.5625,-223.625,-194,-200.1875,-266.125,-426.9375,-70.375,-110.875,-10.375,60.25,31.9375,13.8125,-173.0625,-147.625,-138.375,-156.4375,-202.125,107.8125,-44.8125,4.625,30.9375,5.75,4.5,-48.0625,-140.625,-148.25,-179.5625,-251.1875,-279.5625,24,85.1875,-26.5,-92.25,-64.75,-44.9375,-85.75,-79.9375,-174.1875,-217.6875,-333.25,-157.25,119,116.75,177.9375,-133.375,-124.5625,-105.125,-127.4375,-119.625,-107.25,-241.0625,-434.5625,-409.125,101,-25.125,165.125,82.125,-107.6875,-127.0625,-158.125,-145.625,-138.3125,-119.8125,-417.6875,-440.8125,118.625,-157.375,-54.8125,-112.6875,0.1875,-97.0625,-110,-107.3125,-115,-112.8125,-100,-214.8125,-27.5,-244.3125,-262.125,-241.3125,-171.875,46.9375,-36.3125,-30.125,-64.125,-107.375,-116.5625,-96.875,-125.8125,-95.5,-182,-225.375,-289,-113.75,-75.3125,4.5625,12.375,2.25,-1,-13.5625,-107.3125
46.875,160.4375,287.3125,213.5625,-13.9375,-142.0625,-8.75,-0.8125,10.875,9.4375,-15.5625,-62.3125,-82.5625,-119.1875,-138.875,90.5,50,40.8125,0.5625,9.375,34.625,22.625,17.9375,-53.8125,-35.125,-204.5625,-249.5,30.9375,29,42.6875,10,9.0625,35.1875,64.25,188.5,144.375,-14.25,-41.375,-347.5625,-45.4375,14.3125,33.4375,14.5625,52.0625,27.8125,55.875,148.9375,107.625,2.8125,-14.25,-25.375,-181.125,-25.625,6.1875,-17.0625,49.0625,45.1875,3.1875,130.6875,89.1875,-12.5,-30.125,-20.8125,14.625,-117.4375,-69.0625,-88.875,11.3125,18.5,21,50,-0.0625,-14.5,-38.875,-13.4375,21.6875,18.375,-89,-134.8125,-4.8125,12.75,21.9375,-20.3125,-32.9375,-9.9375,14.4375,-1.125,2.0625,5,37.625,-190.375,-36,3.0625,20.25,5.8125,30.5625,-35.6875,-38.875,-10.375,0.875,37.875,-19.6875,-95.625,-44.0625,-19.875,-37.0625,-42.1875,-8.8125,-17.375,-3.6875,-6,30.8125,-18.25,16.125,-115.4375,-62.875,-89.875,-102.75,-121.6875,3.8125,36.75,-20.1875,-48.3125,-1.5,-36.0625,-5.4375,-23.9375,-113.1875,-154.625,-143,-138.125,76.3125,37.4375,73.625,-59.125,-37,-48.1875,-22.9375,-45.1875,-11.25,-172.625,-142.6875,-276.6875,-2.25,-22.4375,47.75,28.625,-25.8125,-55.375,-44.125,-58.75,-27.1875,-57.0625,-97,-522.9375,-12.75,-91,-36.375,-32.4375,16.875,-32.875,-46.25,-60.6875,-40.0625,-63.75,-57.3125,-548.1875,-50.4375,-105.0625,-80.75,-78.375,-51.625,-19.9375,-21.3125,-32.0625,-27.8125,-40.9375,-44.5,-25.3125,13.6875,-62,-31.25,-83.3125,-120.3125,-33.4375,7.4375,-18.0625,-60.4375,-54.5,-39.5625,-16.875,9.625
