0.013128624,-0.424477057,0.018827727
0.013240635,-0.4249009,0.018774923
0.053830732,-0.388488142,0.018780906
0.059278585,-0.399231543,0.018786187
0.053926161,-0.438261695,0.018786315
0.051226754,-0.374793758,0.018786734
0.04028796,-0.443012644,0.018807251
0.029977568,-0.396909521,0.018771636
0.056377529,-0.429999107,0.018760569
0.034574299,-0.424583654,0.018781898
0.034384815,-0.380336008,0.018792009
0.023185942,-0.403937299,0.018769133
0.049337508,-0.383562308,0.018769568
0.027231083,-0.425896384,0.018798591
0.017767613,-0.406588176,0.018729732
0.077323385,-0.420705476,0.018798854
0.078681795,-0.41884111,0.018796992
0.022564556,-0.377137624,0.018807517
0.061565779,-0.393051457,0.018779097
0.076306751,-0.391190115,0.018784322
0.034331535,-0.442993222,0.018808147
0.061632632,-0.401776756,0.018738503
0.06536738,-0.376887588,0.018782263
0.023995505,-0.379475969,0.018786069
0.05416955,-0.392558831,0.018802122
0.064876243,-0.424170037,0.018798231
0.081397872,-0.415604083,0.018754784
0.084277376,-0.406036934,0.018747317
0.042989796,-0.440308818,0.018785023
0.052421646,-0.386765904,0.018779831
0.04493043,-0.414980381,0.018809613
0.036591086,-0.405917642,0.018761861
0.052731727,-0.42118977,0.018806789
0.036365075,-0.44041765,0.018784781
0.044168581,-0.402015051,0.018773398
0.048663034,-0.409129908,0.018821945
0.040090401,-0.42941435,0.018798371
0.074222834,-0.413716157,0.018769955
0.00716091,-0.420085533,0.018809955
0.031109482,-0.416647381,0.018789626
0.028125876,-0.426362074,0.018811661
0.044715392,-0.382325214,0.018775771
0.011710706,-0.411527435,0.018786413
0.026275109,-0.432538259,0.018760078
0.072798026,-0.421998583,0.018787652
0.030728204,-0.418163778,0.018764042
0.048458564,-0.421060484,0.018752778
0.078628092,-0.401824839,0.018776097
0.0734477,-0.383288063,0.018791699
0.063945801,-0.432723856,0.018832927
0.032762267,-0.407245278,0.018737597
0.012342407,-0.412835698,0.018760139
0.033392961,-0.375974318,0.018736139
0.048021622,-0.38529407,0.018760422
0.064475057,-0.416052213,0.018791654
0.05862315,-0.376638176,0.018752496
0.028728657,-0.415742511,0.018824003
0.078057684,-0.398136664,0.018767167
0.072024175,-0.436301311,0.018829734
0.010932011,-0.402563889,0.018784997
0.034524997,-0.406158522,0.018744133
0.072216568,-0.401490001,0.018770551
0.073826975,-0.390256137,0.018790889
0.071252523,-0.382984973,0.018792822
0.0648318,-0.433715967,0.018814476
0.067101023,-0.427336561,0.018776076
0.024203368,-0.407874722,0.018777805
0.044218632,-0.445135652,0.018809619
